,User-ID,Location,Age,profession,ville
248716,248717,"rouen, n/a, france",15.0,sport,rouen
248717,248718,"dijon, bourgogne, france",43.0,sport,dijon
248725,248726,"belfort, franche comté, france",34.0,sport,belfort
248726,248727,"paris, paris, france",34.0,sport,paris
248783,248784,"strasbourg, n/a, france",15.0,sport,strasbourg
248820,248821,"marseille, provence, france",34.0,sport,marseille
248849,248850,"paris, friuli venezia giulia, france",48.0,sport,paris
248900,248901,"lyon, rhone-alpes, france",34.0,sport,lyon
248964,248965,"paris, n/a, france",36.0,sport,paris
249047,249048,"rennes, bretagne, france",34.0,sport,rennes
249052,249053,"grenoble, rhone-alpes, france",34.0,sport,grenoble
249057,249058,"lyon, rhone, france",38.0,sport,lyon
249162,249163,"paris, n/a, france",20.0,sport,paris
249173,249174,"treguier, bretagne, france",34.0,sport,treguier
249245,249246,"limoges, limousin, france",48.0,sport,limoges
249351,249352,"paris, ile de france, france",34.0,sport,paris
249358,249359,"paris, ile de france, france",34.0,sport,paris
249392,249393,"cauvigny, 16 rue de bonvillers, france",34.0,sport,cauvigny
249400,249401,"creteil, ile de france, france",76.0,sport,creteil
249404,249405,"montreuil sous bois, seine saint denis, france",24.0,sport,montreuil sous bois
249410,249411,"vanves, \n/a\"", france""",34.0,sport,vanves
249538,249539,"massy, ile de france, france",34.0,sport,massy
249543,249544,"paris, ile de france, france",34.0,sport,paris
249577,249578,"chambéry, , france",32.0,sport,chambéry
249627,249628,"toulouse, haute-garonne, france",51.0,sport,toulouse
249636,249637,"lyon, lyon, france",26.0,sport,lyon
249687,249688,"toulouse, france,",34.0,sport,toulouse
249694,249695,"lyon, rhone-alpes, france",35.0,sport,lyon
249720,249721,"paris, île de france, france",52.0,sport,paris
249731,249732,"vanves, ile de france, france",34.0,sport,vanves
249734,249735,"palaiseau, paris, france",42.0,sport,palaiseau
249826,249827,"paris, val de marne, france",30.0,sport,paris
249861,249862,"valencia, \n/a\"", france""",34.0,sport,valencia
249865,249866,"plessis trevise, ile de france, france",34.0,sport,plessis trevise
249893,249894,"toulon, var, france",34.0,sport,toulon
249957,249958,"le mans, pays de la loire, france",12.0,sport,le mans
249988,249989,"paris, paris, france",34.0,sport,paris
250005,250006,"paris, n/a, france",36.0,sport,paris
250077,250078,"rennes, n/a, france",24.0,sport,rennes
250100,250101,"le vesinet, ile-de-france, france",61.0,sport,le vesinet
250152,250153,"paris, epinay, france",32.0,sport,paris
250183,250184,"lyon, rhône, france",34.0,sport,lyon
250197,250198,"paris, alabama, france",34.0,sport,paris
250248,250249,"nice, n/a, france",30.0,sport,nice
250272,250273,"paris, ile-de-france, france",27.0,sport,paris
250299,250300,"paris, ile de france, france",34.0,sport,paris
250300,250301,"paris, paris, france",21.0,sport,paris
250341,250342,"grenoble, isére, france",29.0,sport,grenoble
250346,250347,"ales, languedoc roussillon, france",61.0,sport,ales
250352,250353,"lyon, n/a, france",18.0,sport,lyon
250358,250359,"lyon, rhône-alpes, france",23.0,sport,lyon
250367,250368,"metz, lorraine, france",34.0,sport,metz
250405,250406,"auriol, provence, la france",34.0,sport,auriol
250406,250407,"paris, hauts de seine, france",34.0,sport,paris
250453,250454,"jouy en josas, n/a, france",34.0,sport,jouy en josas
250458,250459,"paris, paris, france",34.0,sport,paris
250470,250471,"nantes, loire atlantique, france",34.0,sport,nantes
250476,250477,"paris, n/a, france",35.0,sport,paris
250502,250503,"nantes, bretagne, france",22.0,sport,nantes
250509,250510,"paris, n/a, france",34.0,sport,paris
250543,250544,"marseille, paca, france",38.0,sport,marseille
250644,250645,"paris, ile de france, france",22.0,sport,paris
250708,250709,"la neuville roy, rheinland-pfalz, france",34.0,sport,la neuville roy
250747,250748,"strasbourg, alsace, france",34.0,sport,strasbourg
250799,250800,"calais, pas de calais, france",40.0,sport,calais
250831,250832,"paris, n/a, france",19.0,sport,paris
250850,250851,"brive, correze, france",21.0,sport,brive
250893,250894,"rennes, bretagne, france",30.0,sport,rennes
250924,250925,"aix en provence, paca, france",33.0,sport,aix en provence
250935,250936,"rennes, bretagne, france",36.0,sport,rennes
250946,250947,"rennes, france, france",47.0,sport,rennes
250961,250962,"les nans, n/a, france",24.0,sport,les nans
250988,250989,"toulouse, haute garonne, france",48.0,sport,toulouse
251002,251003,"nantes, loire-atlantique, france",37.0,sport,nantes
251008,251009,"paris, florida, france",34.0,sport,paris
251092,251093,"toulouse, haute-garonne, france",23.0,sport,toulouse
251114,251115,"marseille, bouches du rhone, france",37.0,sport,marseille
251121,251122,"paris, \n/a\"", france""",34.0,sport,paris
251132,251133,"paris, ile de france, france",34.0,sport,paris
251139,251140,"paris, ile de france, france",25.0,sport,paris
251148,251149,"la courneuve, seine saint-denis, france",50.0,sport,la courneuve
251163,251164,"paris, n/a, france",59.0,sport,paris
251198,251199,"clamart, ile de france, france",17.0,sport,clamart
251222,251223,"brest, bretagne, france",62.0,sport,brest
251241,251242,"paris, france, ile de france, france",28.0,sport,paris
251316,251317,"cognac, poitou-charentes, france",35.0,sport,cognac
251351,251352,"ferney voltaire, ain, france",34.0,sport,ferney voltaire
251376,251377,"paris, n/a, france",34.0,sport,paris
251377,251378,"vaison-la-romaine, vaucluse, france",17.0,sport,vaison-la-romaine
251390,251391,"altkirch, alsace, france",30.0,sport,altkirch
251393,251394,"paris, paris, france",25.0,sport,paris
251421,251422,"le raincy, ile de france, france",23.0,sport,le raincy
251422,251423,"begles, aquitaine, france",34.0,sport,begles
251438,251439,"paris, ile de france, paris, france",26.0,sport,paris
251477,251478,"lyon, rhône-alpe, france",18.0,sport,lyon
251482,251483,"paris, paris, france",54.0,sport,paris
251487,251488,"montpellier, languedoc-roussillon, france",57.0,sport,montpellier
251494,251495,"paris, paris, france",54.0,sport,paris
251508,251509,"aix en provence, bouches du rhône, france",32.0,sport,aix en provence
251517,251518,"combs la ville, ile de france, france",34.0,sport,combs la ville
251526,251527,"gap, provence alpes cote d`azur, france",41.0,sport,gap
251559,251560,"ménil, mayenne, france",48.0,sport,ménil
251579,251580,"st tropez, rotten web form, france",39.0,sport,st tropez
251605,251606,"clermont-ferrand, n/a, france",34.0,sport,clermont-ferrand
251612,251613,"grenoble, rhône-alpes, france",34.0,sport,grenoble
251619,251620,"thil, rhone-alpes, france",31.0,sport,thil
251636,251637,"montpellier, herault, france",46.0,sport,montpellier
251743,251744,"paris, ile de france, france",34.0,sport,paris
251749,251750,"paris and dublin, florida, france",28.0,sport,paris and dublin
251753,251754,"issy les moulineaux, paris, france",39.0,sport,issy les moulineaux
251756,251757,"paris, ile-de-france, france",34.0,sport,paris
251842,251843,"paris, paris, france",34.0,sport,paris
251843,251844,"paris, paris, france",30.0,sport,paris
251971,251972,"paris, ile de france, france",34.0,sport,paris
252070,252071,"paris, n/a, france",32.0,sport,paris
252079,252080,"paris, paris, france",34.0,sport,paris
252221,252222,"paris, île de france, france",21.0,sport,paris
252226,252227,"belfort, territoire de belfort, france",25.0,sport,belfort
252228,252229,"paris, ile de france, france",49.0,sport,paris
252232,252233,"paris, ile de france, france",22.0,sport,paris
252267,252268,"lyon, rhone, france",53.0,sport,lyon
252348,252349,"paris, france, france",32.0,sport,paris
252408,252409,"luzy-sur-marne, champagne, france",34.0,sport,luzy-sur-marne
252558,252559,"paris, n/a, france",18.0,sport,paris
252621,252622,"paris, , france",77.0,sport,paris
252675,252676,"nantes, yukon territory, france",34.0,sport,nantes
252692,252693,"morlaix, bretagne, france",35.0,sport,morlaix
252702,252703,"nantes, pays de la loire, france",20.0,sport,nantes
252735,252736,"paris, france, france",34.0,sport,paris
252751,252752,"st eloi, rhone alpes, france",15.0,sport,st eloi
252805,252806,"nantes, pays de la loire, france",37.0,sport,nantes
252819,252820,"nice, alpes maritimes, france",33.0,sport,nice
252826,252827,"ile de france, ile de france, france",36.0,sport,ile de france
252828,252829,"montpellier, hérault, france",18.0,sport,montpellier
252847,252848,"montpellier, languedoc-roussillon, france",32.0,sport,montpellier
252864,252865,"paris, n/a, france",30.0,sport,paris
252873,252874,"rennes, bretagne, france",26.0,sport,rennes
252908,252909,"paris, n/a, france",34.0,sport,paris
253004,253005,"paris, ile-de-france, france",43.0,sport,paris
253027,253028,"lagny-sur-marne, ile-de-france, france",34.0,sport,lagny-sur-marne
253032,253033,"bordeaux, n/a, france",57.0,sport,bordeaux
253061,253062,"nantes, n/a, france",41.0,sport,nantes
253081,253082,"paris, ile-de-france, france",51.0,sport,paris
253104,253105,"nice, alpes maritimes, france",17.0,sport,nice
253105,253106,"paris, paris, france",45.0,sport,paris
253119,253120,"le mans, sarthe, france",34.0,sport,le mans
253132,253133,"paris, france, france",39.0,sport,paris
253225,253226,"paris, paris, france",25.0,sport,paris
253264,253265,"lyon, rhône-alpes, france",34.0,sport,lyon
253309,253310,"rennes, bretagne, france",38.0,sport,rennes
253385,253386,"ivry sur seine, val de marne, france",46.0,sport,ivry sur seine
253481,253482,"tours, centre, france",24.0,sport,tours
253513,253514,"marseille, france, france",53.0,sport,marseille
253579,253580,"paris, ile de france, france",52.0,sport,paris
253601,253602,"erstein, alsace, france",28.0,sport,erstein
253625,253626,"estaires, nord, france",23.0,sport,estaires
253628,253629,"beuvry la foret, n/a, france",34.0,sport,beuvry la foret
253698,253699,"paris, ile de france, france",34.0,sport,paris
253770,253771,"paris, n/a, france",49.0,sport,paris
253820,253821,"avignon, provence, france",34.0,sport,avignon
253827,253828,"paris, n/a, france",34.0,sport,paris
253854,253855,"brest, bretagne, france",29.0,sport,brest
253866,253867,"le port marly, wyoming, france",34.0,sport,le port marly
253870,253871,"nice, n/a, france",26.0,sport,nice
253948,253949,"nantes, loire atlantique, france",33.0,sport,nantes
253963,253964,"lyon, n/a, france",34.0,sport,lyon
254015,254016,"la cote d`aime, savoie, france",34.0,sport,la cote d`aime
254105,254106,"paris, ile-de-france, france",34.0,sport,paris
254143,254144,"marignane, france, france",23.0,sport,marignane
254173,254174,"strasbourg, alsace, france",47.0,sport,strasbourg
254200,254201,"trébeurden, bretagne, france",25.0,sport,trébeurden
254205,254206,"paris, n/a, france",31.0,sport,paris
254223,254224,"auray, alaska, france",34.0,sport,auray
254260,254261,"breal sous montfort, bretagne, france",34.0,sport,breal sous montfort
254267,254268,"nantes, n/a, france",48.0,sport,nantes
254287,254288,"rennes, bretagne, france",23.0,sport,rennes
254298,254299,"annemasse, n/a, france",55.0,sport,annemasse
254302,254303,"strasbourg, alsace, france",24.0,sport,strasbourg
254319,254320,"paris, , france",34.0,sport,paris
254376,254377,"biarritz, n/a, france",50.0,sport,biarritz
254385,254386,"igny, essonne, france",65.0,sport,igny
254464,254465,"paris, n, france",22.0,sport,paris
254466,254467,"metz, lorraine, france",29.0,sport,metz
254517,254518,"nantes, loire atlantique, france",34.0,sport,nantes
254523,254524,"asnières, île de france, france",34.0,sport,asnières
254588,254589,"vernon, haute-normandie, france",34.0,sport,vernon
254703,254704,"67000, , france",48.0,sport,67000
254718,254719,"cholet, pays de la loire, france",35.0,sport,cholet
254776,254777,"ermont, île de france, france",67.0,sport,ermont
254785,254786,"gif, essonne, france",35.0,sport,gif
254821,254822,"paris, ile de france, france",34.0,sport,paris
254858,254859,"nantes, loire atlantique, france",34.0,sport,nantes
254898,254899,"lyon, arizona, france",54.0,sport,lyon
254933,254934,"paris, paris, france",57.0,sport,paris
254937,254938,"rouen, seine maritime, france",34.0,sport,rouen
254994,254995,"lille, nord, france",39.0,sport,lille
255013,255014,"lyon, alberta, france",34.0,sport,lyon
255044,255045,"puteaux, ile-de-france, france",40.0,sport,puteaux
255077,255078,"paris, ile de france, france",49.0,sport,paris
255091,255092,"paris, n/a, france",34.0,sport,paris
255174,255175,"chasseneuil-du-poitou, vienne, france",34.0,sport,chasseneuil-du-poitou
255217,255218,"belfort, franche comte, la france",46.0,sport,belfort
255288,255289,"delle, franche-comté, france",46.0,sport,delle
255443,255444,"louannec, cotes d`armor, france",44.0,sport,louannec
255486,255487,"strasbourg, alsace, france",34.0,sport,strasbourg
255488,255489,"bordeaux, gironde, france",34.0,sport,bordeaux
255545,255546,"pau, pyrenees atlantiques, france",42.0,sport,pau
255606,255607,"versailles, yvelines, france",34.0,sport,versailles
255617,255618,"paris, ile de france, france",30.0,sport,paris
255624,255625,"paris, paris, france",53.0,sport,paris
255676,255677,"soissons, aisne, france",34.0,sport,soissons
255748,255749,"nantes, pays de loire, france",72.0,sport,nantes
255785,255786,"eaubonne, ile de france, france",36.0,sport,eaubonne
255845,255846,"ris orangis, n/a, france",21.0,sport,ris orangis
255857,255858,"aix en provence, n/a, france",23.0,sport,aix en provence
255899,255900,"paris, n/a, france",34.0,sport,paris
255944,255945,"beure, franche-comté, france",43.0,sport,beure
256022,256023,"paris, n/a, france",34.0,sport,paris
256166,256167,"paris, ile de france, france",14.0,sport,paris
256246,256247,"strabourg, alsace, france",35.0,sport,strabourg
256263,256264,"paris, n/a, france",33.0,sport,paris
256269,256270,"paris, paris, france",42.0,sport,paris
256302,256303,"paris, paris, france",41.0,sport,paris
256326,256327,"paris, ile de france, france",34.0,sport,paris
256334,256335,"rennes, bretagne, france",33.0,sport,rennes
256406,256407,"paris, ile-de-france, france",58.0,sport,paris
256439,256440,"le soler, pyrénées orientales, france",34.0,sport,le soler
256485,256486,"verneuil en halatte, n/a, france",24.0,sport,verneuil en halatte
256592,256593,"paris, n/a, france",34.0,sport,paris
256602,256603,"paris, n/a, france",25.0,sport,paris
256612,256613,"antibes, n/a, france",52.0,sport,antibes
256632,256633,"bagneux, hauts de seine, france",34.0,sport,bagneux
256677,256678,"saint-jory, haute-garonne, france",34.0,sport,saint-jory
256735,256736,"paris, paris, france",30.0,sport,paris
256792,256793,"toulouse, n/a, france",34.0,sport,toulouse
256806,256807,"toulouse, haute garonne, france",34.0,sport,toulouse
256842,256843,"toulouse, haute-garonne, france",40.0,sport,toulouse
256843,256844,"besançon, franche-comté, france",36.0,sport,besançon
256859,256860,"melun, seine et marne, france",34.0,sport,melun
256872,256873,"strasbourg, alsace, france",34.0,sport,strasbourg
256885,256886,"paris, n/a, france",53.0,sport,paris
256888,256889,"paris, paris, france",18.0,sport,paris
256914,256915,"périgueux, aquitaine, france",34.0,sport,périgueux
256924,256925,"lille, nord, france",32.0,sport,lille
256940,256941,"poissy, n/a, france",34.0,sport,poissy
256971,256972,"dunkerque, nord, france",35.0,sport,dunkerque
256988,256989,"lille, nord, france",34.0,sport,lille
257021,257022,"lyon, rhone, france",17.0,sport,lyon
257023,257024,"strasbourg, alsace, france",38.0,sport,strasbourg
257024,257025,"montpellier, hérault, france",26.0,sport,montpellier
257027,257028,"bastia, corse, france",31.0,sport,bastia
257030,257031,"nancy, lorraine, france",29.0,sport,nancy
257068,257069,"avignon, vaucluse, france",15.0,sport,avignon
257102,257103,"vincennes, ile de france, france",34.0,sport,vincennes
257144,257145,"paris, n/a, france",45.0,sport,paris
257180,257181,"lardy, n/a, france",34.0,sport,lardy
257203,257204,"paris, paris, france",32.0,sport,paris
257211,257212,"saint gely du fesc, florida, france",27.0,sport,saint gely du fesc
257218,257219,"paris, n/a, france",34.0,sport,paris
257261,257262,"choisy le roi, ile de france, france",27.0,sport,choisy le roi
257311,257312,"nimes, languedoc roussillon, france",34.0,sport,nimes
257377,257378,"asnières, ile de france, france",34.0,sport,asnières
257418,257419,"feuquières-en-vimeu, picardie, france",34.0,sport,feuquières-en-vimeu
257438,257439,"lille, nord, france",34.0,sport,lille
257482,257483,"mennecy, paris - essonne, france",54.0,sport,mennecy
257491,257492,"paris, paris, france",34.0,sport,paris
257547,257548,"villeurbanne, rhone, france",45.0,sport,villeurbanne
257675,257676,"toulon, provence, france",27.0,sport,toulon
257699,257700,"paris, paris, france",22.0,sport,paris
257706,257707,"vigneux sur seine, n/a, france",34.0,sport,vigneux sur seine
257753,257754,"paris, paris, france",34.0,sport,paris
257799,257800,"toulouse, haute-garonne, france",34.0,sport,toulouse
257803,257804,"paris, ille de france, france",26.0,sport,paris
257819,257820,"nice, paca, france",10.0,sport,nice
257877,257878,"paris, n/a, france",42.0,sport,paris
257915,257916,"plouguin, bretagne, france",34.0,sport,plouguin
257939,257940,"le vésinet, yvelines, france",33.0,sport,le vésinet
257979,257980,"paris, n/a, france",34.0,sport,paris
258022,258023,"paris, ile de france, france",38.0,sport,paris
258083,258084,"eragny-sur-oise, ile de france, france",47.0,sport,eragny-sur-oise
258108,258109,"paris, ile de france, france",37.0,sport,paris
258140,258141,"evry, n/a, france",30.0,sport,evry
258150,258151,"val de la haye, n/a, france",34.0,sport,val de la haye
258159,258160,"salon de provence, bouches du rhone, france",23.0,sport,salon de provence
258184,258185,"paris, pennsylvania, france",37.0,sport,paris
258239,258240,"paris, n/a, france",41.0,sport,paris
258269,258270,"lyon, rhône-alpes, france",34.0,sport,lyon
258274,258275,"vincennes, ile de france, france",37.0,sport,vincennes
258276,258277,"argenteuil, île de france, france",24.0,sport,argenteuil
258333,258334,"locoal camors, brittany, france",31.0,sport,locoal camors
258341,258342,"paris, paris, france",26.0,sport,paris
258349,258350,"paris, ile de france, france",38.0,sport,paris
258351,258352,"nantes, pays de la loire, france",34.0,sport,nantes
258458,258459,"bourg saint maurice, n/a, france",34.0,sport,bourg saint maurice
258481,258482,"paris, n/a, france",34.0,sport,paris
258533,258534,"toulouse, toulouse, france",32.0,sport,toulouse
258565,258566,"mennecy, ile-de-france, france",29.0,sport,mennecy
258598,258599,"paris, idf, france",57.0,sport,paris
258613,258614,"mulhouse, alsace, france",34.0,sport,mulhouse
258674,258675,"paris, , france",32.0,sport,paris
258680,258681,"eguelshardt, lorraine, france",48.0,sport,eguelshardt
258716,258717,"strasbourg, alsace, france",18.0,sport,strasbourg
258769,258770,"la turbie, alpes-maritimes, france",51.0,sport,la turbie
258783,258784,"lyon, n/a, france",34.0,sport,lyon
258836,258837,"saint-denis, ile de france, france",32.0,sport,saint-denis
258841,258842,"charenton-le-pont, n/a, france",28.0,sport,charenton-le-pont
258870,258871,"paris, n/a, france",17.0,sport,paris
258883,258884,"paris, paris, france",34.0,sport,paris
258930,258931,"strasbourg, alsace, france",27.0,sport,strasbourg
258937,258938,"bordeaux, aquitaine, france",27.0,sport,bordeaux
258971,258972,"caen, normandy, france",38.0,sport,caen
259005,259006,"toulouse, haute garonne, france",28.0,sport,toulouse
259034,259035,"meulan, ile de france, france",38.0,sport,meulan
259056,259057,"nantes, pays de la loire, france",15.0,sport,nantes
259065,259066,"vanves, ile-de-france, france",56.0,sport,vanves
259077,259078,"***, n/a, france",49.0,sport,***
259117,259118,"notre dame de monts, pays de la loire, france",34.0,sport,notre dame de monts
259222,259223,"desertines, n/a, france",82.0,sport,desertines
259258,259259,"paris, france, france",30.0,sport,paris
259259,259260,"75019, france, france",56.0,sport,75019
259263,259264,"paris, paris (75), france",45.0,sport,paris
259264,259265,"dijon, n/a, france",34.0,sport,dijon
259286,259287,"paris, n/a, france",34.0,sport,paris
259299,259300,"toulouse, midi pyrenees, france",34.0,sport,toulouse
259308,259309,"toulouse, midi-pyrénées, france",41.0,sport,toulouse
259371,259372,"paris, ile de france, france",34.0,sport,paris
259377,259378,"marseille, paca, france",46.0,sport,marseille
259379,259380,"brest, bretagne, france",34.0,sport,brest
259387,259388,"lille, north of france, france",34.0,sport,lille
259391,259392,"voray sur l`ognon, france, france",34.0,sport,voray sur l`ognon
259429,259430,"toulouse, , france",24.0,sport,toulouse
259451,259452,"magny les hameaux, n/a, france",41.0,sport,magny les hameaux
259484,259485,"toulouse, south of france, france",34.0,sport,toulouse
259542,259543,"le cres, hérault, france",34.0,sport,le cres
259569,259570,"paris, ile de france, france",19.0,sport,paris
259583,259584,"chevry-cossigny, n/a, france",34.0,sport,chevry-cossigny
259623,259624,"rennes, bretagne, france",44.0,sport,rennes
259628,259629,"strasbourg, alsace, france",51.0,sport,strasbourg
259800,259801,"nancy, lorraine, france",70.0,sport,nancy
259828,259829,"lyon, rhône-alpes, france",44.0,sport,lyon
259845,259846,"paris, new york, france",34.0,sport,paris
259855,259856,"paris, n/a, france",34.0,sport,paris
259938,259939,"nantes, france, france",44.0,sport,nantes
259985,259986,"dijon, bourgogne, france",27.0,sport,dijon
260009,260010,"paris, ile de france, france",34.0,sport,paris
260038,260039,"thouaré sur loire, pays de loire, france",41.0,sport,thouaré sur loire
260066,260067,"savigny le temple, berlin, france",32.0,sport,savigny le temple
260107,260108,"¨paris, n/a, france",34.0,sport,¨paris
260182,260183,"firminy, rhone-alpes, france",25.0,sport,firminy
260193,260194,"nantes, n/a, france",35.0,sport,nantes
260207,260208,"paris, ile de france, france",34.0,sport,paris
260331,260332,"brest, finistère, france",55.0,sport,brest
260387,260388,"paris, friuli venezia giulia, france",23.0,sport,paris
260391,260392,"paron, bougogne, france",26.0,sport,paron
260629,260630,"clermont-ferrand, auvergne, france",34.0,sport,clermont-ferrand
260677,260678,"bois colombes, hauts-de-seine, france",39.0,sport,bois colombes
260698,260699,"strasbourg, bas rhin, france",42.0,sport,strasbourg
260896,260897,"paris, paris, france",25.0,sport,paris
260935,260936,"reims, n/a, france",34.0,sport,reims
260976,260977,"strasbourg, alsace, france",34.0,sport,strasbourg
261014,261015,"crémarest, france, france",42.0,sport,crémarest
261095,261096,"lille, n/a, france",52.0,sport,lille
261104,261105,"angers, maine et loire, france",50.0,sport,angers
261222,261223,"remiremont, lorraine, france",34.0,sport,remiremont
261271,261272,"lyon, rhône-alpes, france",34.0,sport,lyon
261313,261314,"ivry sur seine, region parisienne, france",34.0,sport,ivry sur seine
261377,261378,"rennes, bretagne, france",34.0,sport,rennes
261452,261453,"paris, paris (ile-de-france), france",34.0,sport,paris
261527,261528,"montpellier, languedoc-roussillon, france",24.0,sport,montpellier
261566,261567,"maisons-alfort, ile de france, france",25.0,sport,maisons-alfort
261589,261590,"thoiry, \n/a\"", france""",29.0,sport,thoiry
261592,261593,"hazebrouck, n/a, france",36.0,sport,hazebrouck
261602,261603,"blabli, florida, france",27.0,sport,blabli
261610,261611,"toulouse, n/a, france",34.0,sport,toulouse
261730,261731,"paris, paris, france",40.0,sport,paris
261767,261768,"paris, paris, france",12.0,sport,paris
261779,261780,"paris, ile-de-france, france",52.0,sport,paris
261818,261819,"paris, ile-de-france / paris, france",35.0,sport,paris
261828,261829,"chatillon sur seine, bourgogne, france",32.0,sport,chatillon sur seine
261861,261862,"ile d`oleron, n/a, france",35.0,sport,ile d`oleron
261862,261863,"paris, ile de france, france",30.0,sport,paris
261914,261915,"boulogne s/mer, pas de calais, france",54.0,sport,boulogne s/mer
261997,261998,"fort frances, ontario, canada",28.0,sport,fort frances
262039,262040,"paris, ile de france, france",41.0,sport,paris
262117,262118,"anzeme, creuse, france",25.0,sport,anzeme
262150,262151,"lille, nord (59), france",34.0,sport,lille
262167,262168,"strasbourg, prince edward island, france",20.0,sport,strasbourg
262185,262186,"paris, ile de france, france",25.0,sport,paris
262218,262219,"paris, ile de france, france",65.0,sport,paris
262390,262391,"paris, ile de france, france",17.0,sport,paris
262406,262407,"strasbourg, alsace, france",29.0,sport,strasbourg
262458,262459,"mont de marsan, sud ouest, france",34.0,sport,mont de marsan
262463,262464,"lyon, rhone-alpes, france",27.0,sport,lyon
262466,262467,"boulogne, n/a, france",34.0,sport,boulogne
262468,262469,"rodez, sud ouest, france",52.0,sport,rodez
262482,262483,"paris, ile-de-france, france",48.0,sport,paris
262491,262492,"paris, n/a, france",34.0,sport,paris
262520,262521,"pins justaret, midi pyrénées, france",20.0,sport,pins justaret
262524,262525,"bordeaux, france, france",34.0,sport,bordeaux
262566,262567,"paris, ile de france, france",32.0,sport,paris
262620,262621,"paris, n/a, france",28.0,sport,paris
262665,262666,"marseille, provence, france",34.0,sport,marseille
262678,262679,"zinswiller, alsace, france",34.0,sport,zinswiller
262731,262732,"zinswiller, , france",22.0,sport,zinswiller
262794,262795,"paris, idf, france",34.0,sport,paris
262809,262810,"paris, ile de france, france",67.0,sport,paris
262845,262846,"caen, rheinland-pfalz, france",34.0,sport,caen
262848,262849,"lille ( la bassée, nord, france",34.0,sport,lille ( la bassée
262889,262890,"montpellier, languedoc roussillon, france",34.0,sport,montpellier
262901,262902,"marseille, n/a, france",32.0,sport,marseille
262933,262934,"paris, wyoming, france",57.0,sport,paris
262939,262940,"paris, \n/a\"", france""",34.0,sport,paris
263034,263035,"reims, n/a, france",34.0,sport,reims
263077,263078,"paris, virginia, france",59.0,sport,paris
263162,263163,"levallois-perret, ile de france, france",26.0,sport,levallois-perret
263163,263164,"paris, n/a, france",32.0,sport,paris
263213,263214,"paris, ile de france, france",37.0,sport,paris
263218,263219,"paris, n/a, france",31.0,sport,paris
263291,263292,"lille, nord, france",34.0,sport,lille
263309,263310,"brest, bretagne, france",18.0,sport,brest
263319,263320,"toulouse, haute-garonne, france",34.0,sport,toulouse
263324,263325,"saint maur, ile de france, france",27.0,sport,saint maur
263325,263326,"nantes, loire atlantique, france",29.0,sport,nantes
263330,263331,"paris, ile de france, france",28.0,sport,paris
263343,263344,"paris, n/a, france",17.0,sport,paris
263382,263383,"paris, ile-de-france, france",34.0,sport,paris
263444,263445,"moisson, yvelines, france",32.0,sport,moisson
263459,263460,"paris, ile de france, france",31.0,sport,paris
263474,263475,"paris, ile de france, france",34.0,sport,paris
263475,263476,"morlaix, bretagne, france",46.0,sport,morlaix
263546,263547,"poissy, ile de france, france",34.0,sport,poissy
263559,263560,"paris, ile de france, france",36.0,sport,paris
263586,263587,"bordeaux, n/a, france",55.0,sport,bordeaux
263600,263601,"lille(hem), nord, france",34.0,sport,lille(hem)
263644,263645,"carqueiranne., provence-côte d`azur, france",28.0,sport,carqueiranne.
263662,263663,"paris, n/a, france",34.0,sport,paris
263845,263846,"paris, n/a, france",34.0,sport,paris
263851,263852,"douai, nord pas de calais, france",65.0,sport,douai
263876,263877,"lyon, n/a, france",44.0,sport,lyon
263924,263925,"mulhouse, alsace, france",34.0,sport,mulhouse
263978,263979,"metz, lorraine, france",34.0,sport,metz
264030,264031,"paris, ile-de-france, france",34.0,sport,paris
264081,264082,"paris, n/a, france",42.0,sport,paris
264084,264085,"chambéry, savoie, france",24.0,sport,chambéry
264151,264152,"grenoble, california, france",34.0,sport,grenoble
264247,264248,"chelles, seine et marne, france",26.0,sport,chelles
264283,264284,"lyon, rhône-alpes, france",34.0,sport,lyon
264313,264314,"cannes, alpes maritimes, france",43.0,sport,cannes
264320,264321,"arras, nord pas de calais, france",33.0,sport,arras
264348,264349,"strasbourg, bas-rhin, france",34.0,sport,strasbourg
264354,264355,"bois colombes, ile de france, france",36.0,sport,bois colombes
264414,264415,"bordeaux, aquitaine, france",20.0,sport,bordeaux
264427,264428,"lyon, rhône, france",37.0,sport,lyon
264435,264436,"strasbourg, france, france",20.0,sport,strasbourg
264463,264464,"bordeaux, west virginia, france",37.0,sport,bordeaux
264524,264525,"coron, pays de la loire, france",17.0,sport,coron
264542,264543,"grenoble, n/a, france",34.0,sport,grenoble
264552,264553,"castanet, france, france",34.0,sport,castanet
264626,264627,"auvers sur oise, \n/a\"", france""",37.0,sport,auvers sur oise
264636,264637,"cassis, france, france",24.0,sport,cassis
264656,264657,"juvisy sur orge, essonne, france",23.0,sport,juvisy sur orge
264667,264668,"vienne, rhone-alpes, france",34.0,sport,vienne
264679,264680,"rueil-malmaison, hauts de seine, france",49.0,sport,rueil-malmaison
264984,264985,"paris, , france",15.0,sport,paris
264995,264996,"nantes, pays de loire, france",25.0,sport,nantes
264999,265000,"paris, n/a, france",38.0,sport,paris
265082,265083,"pierrefonds, oise, france",25.0,sport,pierrefonds
265104,265105,"paris, florida, france",34.0,sport,paris
265114,265115,"villeneuve d\ascq, nord, france""",34.0,sport,villeneuve d\ascq
265204,265205,"paris, n/a, france",42.0,sport,paris
