,brand,category,name,ingredients,details,image_url
4813,Lancôme,Mascara,Monsieur Big Waterproof Mascara,Water- Paraffin- Potassium Cetyl Phosphate- Carnauba Wax- Ethylene/Acrylic Acid Copolymer- Styrene/Acrylates/Ammonium Methacrylate Copolymer- Beeswax- Synthetic Beeswax- Bis-Diglyceryl Polyacyladipate-2- Polybutene- Cetyl Alcohol- Steareth-20- Glyceryl Dibehenate- Steareth-2- C12-13 Pareth-23- C12-13 Pareth-3- Tribehenin- Acacia Senegal Gum- Glyceryl Behenate- Sodium Laureth Sulfate- Silica- Divinyldimethicone/Dimethicone Copolymer- Disodium EDTA- Hydrogenated Jojoba Oil- Hydrogenated Palm Oil- Hydroxyethylcellulose- Caprylyl Glycol- Tetrasodium EDTA- Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer- Butylene Glycol- BHT- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Potassium Sorbate- Sodium Dehydroacetate- Phenoxyethanol. May Contain (+/-): Carmine (Ci 75470)- Ultramarines (Ci 77007)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499).,What it is:A waterproof- high-volume mascara that delivers bold lash volume for up to 24 hours.What it does: Everything you love about Monsieur Big—now in a waterproof formula. The Monsieur Big Mascara features a large brush and a sweat-proof- smudge proof formula that glides onto lashes like silk and delivers exceptional volume for up to 24 hours of wear. This waterproof mascara doesn’t require touch-ups and doesn’t flake.What it is formulated WITHOUT:- Parabens- Sulfates- PhthalatesWhat else you need to know: Monsieur Big’s brush has a unique shape with soft- wavy fibers to deliver the perfect amount of formula from the very first stroke. This ultra-creamy formula contains supple waxes and polymers to adhere immediately to lashes for big- buildable volume and length.Beauty Tip:To take this mascara to the next level- prep your lashes with Cils Booster XL Lash Primer (sold separately). Then remove all traces of your mascara with the Bi-Facil Double-Action Eye Remover (sold separately).,https://www.sephora.com/productimages/sku/s2059491-main-zoom.jpg?imwidth=930
4816,Lancôme,Makeup,CILS BOOSTER XL Super-Enhancing Mascara Base Mini,Water- Oryza Sativa Cera/Rice Bran Wax- Cera Carnauba/Carnauba Wax- Cera Alba/Beeswax- Stearic Acid- Candelilla Cera/Candelilla Wax- Triethanolamine- Palmitic Acid- Acacia Senegal/Acacia Senegal Gum- Panthenol- Sodium- Polymethacrylate- Hydroxyethylcellulose- Propylparaben- PEG/PPG-17/18 Dimethicone- Methylparaben- Simethicone- Rayon- Polyquaternium-10- Tocopheryl Acetate- Polycaprolactone.,What it is:A lash-conditioning mascara primer that conditions and primes lashes to maximize results—creating even longer and more volumized lashes.What it does:Give your lashes an XL boost. With just one sweep- this innovative mascara primer glides on to evenly coat and smooth your lashes- maximizing the results of your favorite mascara. The magic behind this mascara base is the conditioning formula—infused with micro-fibers and vitamin E—which adds the look of extra length and thickness to lashes for added visible performance. White in color- it allows the black pigments to stand out from the clean base with more intensity than with traditional mascaras.What else you need to know: CILS BOOSTER XL lengthens and thickens the look of lashes to maximize the results of any mascara. Use CILS BOOSTER XL as a “lash mask” at night on clean lashes to nourish and rejuvenate.Beauty Tip:Apply the luxurious Rénergie Lift Multi-Action Eye Cream (sold separately) before using CILS BOOSTER XL for a youthful- radiant- wide-eyed look.,https://www.sephora.com/productimages/sku/s1866359-main-zoom.jpg?imwidth=930
4818,Lancôme,Eye Creams & Treatments,Advanced Génifique Yeux Light-Pearl™ Eye Illuminator Youth Activating Concentrate,-Bifidus Prebiotic 10%: Strengthens and protects skin's moisture barrier. -Caffeine-Vitamin EWater- Bifida Ferment Lysate- Propanediol- Glycerin- Alcohol Denat.- Dimethicone- C13-14 Isoparaffin- Escin- Tocopheryl Acetate- Sodium Benzoate- Phenoxyethanol- Adenosine- Caffeine- Polyacrylamide- Chlorphenesin- Polymethylsilsesquioxane- Chlorella Vulgaris Extract- Salicyloyl Phytosphingosine- Dimethicone/Vinyl Dimethicone Crosspolymer- Ammonium Polyacryldimethyltauramide / Ammonium Polyacryloyldimethyl Taurate- Dimethiconol- Pentaerythrityl Tetraethylhexanoate- Xanthan Gum- Caprylic/Capric Triglyceride- Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone- Bht- Laureth-7.,What it is:  An oil-free- eye-illuminating and eyelash serum with a flexible- cooling massaging applicator for smoother- more luminous- younger-looking eyes.Skin Type: Normal- Dry- Combination- and Oily Skincare Concerns: Fine Lines and Wrinkles- Dark Circles and Puffiness- and DrynessFormulation: Lightweight LiquidHighlighted Ingredients:- Bifidus Prebiotic 10%: Strengthens and protects skin's moisture barrier. - Caffeine- Vitamin EIngredient Callouts: Free of sulfates SLS and SLES- parabens- and phthalates. What Else You Need to Know: Engineered with a cooling and flexible massaging applicator- this youth-activating eye and eyelash formulation reduces the appearance of under-eye wrinkles- under-eye bags- and eye puffiness. It also improves the appearance of dark circles- increases eye hydration- and fortifies eyelashes for increased vitality and density. This product is safe for sensitive eyes- it has been allergy tested under ophthalmological and dermatological control- and is safe to use on lash extensions.Clinical Results: Based on a consumer self-assessment study on 50 women in a 4-week study: - Lashes look supple- silky- and protected from breakage- 94% of women agree eye contour skin feels hydrated- 92% of women agree eye contour skin looks softer,https://www.sephora.com/productimages/sku/s1710276-main-zoom.jpg?imwidth=930
4820,Lancôme,Eyeliner,ARTLINER - Precision Point EyeLiner,Water- Propylene Glycol- Acrylates Copolymer- Polyester-5- Alcohol Denat.- Trilaureth-4 Phosphate- Tin Oxide- Calcium Sodium Borosilicate Silica- Xanthan Gum- Synthetic Fluorphlogopite- Imidazolidinyl Urea- Methylparaben- Sodium Dehydroacetate- Propylparaben- [+/- (May Contain): CI 42090 (Blue 1 Lake)- CI 75470 (Carmine)- CI 77007 (Ultramarines)- CI 77163 (Bismuth Oxychloride)- CI 77288 (Chromium Oxide Greens)- CI 77400 (Bronze Powder)- CI 77491- CI 77492- CI 77499 (Iron Oxides)- CI 77510 (Ferric Ferrocyanide)- CI 77891 (Titanium Dioxide)- Mica].,What it is: A smudge-proof and richly pigmented eyeliner that has a clean and precise application in satin and metallic finishes.What Else You Need to Know: With a unique- double film-forming set of polymers- Artliner creates long-lasting lines with intense color payoff. The felt-tipped pen allows for ultimate precision and is ideal for wings- cat eyes- or a cut-crease makeup look.  ,https://www.sephora.com/productimages/sku/s136952-main-zoom.jpg?imwidth=930
4827,Lancôme,Face Primer,LA BASE PRO Perfecting Makeup Primer,Cyclopentasiloxane- Dimethicone Crosspolymer.,What it is: An oil-free face primer that creates a smooth makeup base- absorbs quickly- and leaves skin feeling smooth and soft.What Else You Need to Know: Using Lancôme’s Elasto-Smooth technology- this face primer refines skin’s texture and diffuses light.  It reduces the look of imperfections and creates a smooth base. With its oil-free formulation- this product allows makeup to last all day. It’s also suitable for all skin types.,https://www.sephora.com/productimages/sku/s1103779-main-zoom.jpg?imwidth=930
4831,Lancôme,Face Wash & Cleansers,Crème Radiance Gentle Cleansing Creamy-Foam Cleanser,Glycerin- Water- Myristic Acid- Stearic Acid- Potassium Hydroxide- Palmitic Acid- Glyceryl Stearate Se- Lauric Acid- Coco-Glucoside- Glycol Distearate- Fragrance- P-Anisic Acid- Tocopherol- Peg-14m- Nelumbo Nucifera Flower Extract- Limonene- Benzyl Salicylate- Linalool- Benzyl Alcohol- Propylene Glycol- Disodium Edta- Rosa Gallica Extract- Butylphenyl Methylpropional- Cryptomeria Japonica Bud Extract.,"What it is:A gentle cream-to-foam cleanser with white lotus and soothing Rose de Franc for pampered skin.
What it is formulated to do:This cleanser penetrates deep into the pores without over-drying to gently remove makeup—even the waterproof kind—and to dissolve impurities and purify the skin.
What it is formulated WITHOUT:- Parabens
What else you need to know:This product is dermatologist- and ophthalmologist tested.
This product is an Allure Best of Beauty award winner.",https://www.sephora.com/productimages/sku/s1108836-main-zoom.jpg?imwidth=930
4835,Lancôme,Eyeliner,LE STYLO WATERPROOF - Long Lasting Eyeliner,Cyclopentasiloxane- Paraffin- PEG-6 Beeswax- Diisostearyl Dimer Dilinoleate- Hydrogenated Castor Oil- Ozokerite- Calcium Stearate- Ceresin- Alumina- Tocopherol- Ascorbyl Palmitate- Methylparaben- Propylparaben- [+/- (May Contain): CI 42090 (Blue 1 Lake)- CI 75470 (Carmine)- CI 77007 (Ultramarines)- CI 77163 (Bismuth Oxychloride)- CI 77288 (Chromium Oxide Greens)- CI 77289 (Chromium Hydroxide Green)- CI 77491- CI 77492- CI 77499 (Iron Oxides)- CI 77510 (Ferric Ferrocyanide)- CI 77742 (Manganese Violet)- CI 77891 (Titanium Dioxide)- Mica].,"What it is:
 A long-wearing- waterproof eyeliner pencil for gorgeous eye looks.

What it does:
 Create a perfectly lined eye—with no worries about it fading. The liner’s smooth texture glides on easily with intense color payoff- and it glides on seamlessly—without tugging—for gorgeous color payoff. Line eyes for day and night looks with its array of jewel-tone shades- or go for the classic neutral colors for enhanced eyes that standout. This eyeliner’s blendable texture allows you to line and smudge your eyes to perfection- and then it sets for a look that lasts for hours.
",https://www.sephora.com/productimages/sku/s2494110-main-zoom.jpg?imwidth=930
4840,Lancôme,Makeup,Monsieur Big Mascara Mini,Water- Paraffin- Potassium Cetyl Phosphate- Copernicia Cerifera Cera / Carnauba Wax- Ethylene/Acrylic Acid Copolymer- Styrene/Acrylates/Ammonium Methacrylate Copolymer- Cera Alba / Beeswax- Synthetic Beeswax- Bis-Diglyceryl Polyacyladipate-2- Polybutene- Cetyl Alcohol- Steareth-20- Glyceryl Dibehenate- Steareth-2-C12-13 Pareth-23- C12-13 Pareth-3- Tribehenin- Acacia Senegal Gum- Glyceryl Behenate- Sodium Laureth Sulfate- Silica- Divinyldimethicone/Dimethicone Copolymer- Disodium Edta- Hydrogenated Jojoba Oil- Hydrogenated Palm Oil- Hydroxyethylcellulose- Caprylyl Glycol- Tetrasodium Edta- Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer- Butylene Glycol- Bht- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Potassium Sorbate- Sodium Dehydroacetate- Phenoxyethanol- [+/- May Contain- Ci 75470 / Carmine- Ci 77007 / Ultramarines-Ci 77491- Ci 77492- Ci 77499 / Iron Oxides]. ,"What it is:
A high-volume mascara that delivers bold lash volume for up to 24 hours.

What it does:
 The Monsieur Big Mascara features a large brush and an ultra-creamy formula that glides onto lashes like silk and delivers up to 12 times the volume with up to 24 hours of wear. Ideal for all-day wear- this mascara doesn’t require touch-ups and doesn’t flake or smudge. This brush’s unique shape features soft- wavy fibers to deliver the perfect amount of formula with the very first stroke. This ultra-creamy formula has supple waxes and polymers to adhere immediately to lashes for big- buildable volume and length.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

Beauty tip:
To take this mascara to the next level- prep your lashes with CILS BOOSTER XL Lash Primer. Then remove all traces of your mascara with the BI-FACIL Double-Action Eye Remover.

What else you need to know:
 Monsieur Big’s brush has a unique shape with soft- wavy fibers to deliver the perfect amount of formula with the very first stroke. The ultra-creamy formula is infused with supple waxes and polymers to adhere immediately to lashes for bold- buildable volume and length. 

Research results:
 In a consumer panel survey on 110 participants:
- 95% felt that it glides easily onto lashes
- 95% find hat it's comfortable to wear all day long 
- 92% found the color of the mascara very dark/intense
- 91% felt that it made their eyes look bigger
- 90% felt that it really lengthened their lashes

",https://www.sephora.com/productimages/sku/s1956184-main-zoom.jpg?imwidth=930
4841,Lancôme,Mascara,DÉFINICILS WATERPROOF - High Definition Mascara,Isododecane- Cera Alba/Beeswax- Water- Disteardimonium Hectorite- Carnauba Wax- Allyl- Stearate/VA Copolymer- Paraffin- Propylene Carbonate- VA/Vinyl Butyl Benzoate/Crotonates Copolymer- Talc- Polyvinyl Laurate- Sodium- Polymethacrylate- Propylparaben- Methylparaben- Sodium Dehydroacetate- Polyquaternium-10- [+/- (May Contain): CI 77499- CI 77492- CI 77491 (Iron Oxides)- CI 77007 (Ultramarines)- CI 77891 (Titanium Dioxide)- Mica- CI 75470 (Carmine)- CI 77288 (Chromium Oxide Greens)- CI 77289 (Chromium Hydroxide Green)- CI 19140 (Yellow 5 Lake)- CI 42090 (Blue 1 Lake).,Everything you loved about Définicils Mascara—the famous lengthening- separating and lash defining power—is now in a waterproof formula. Make a splash in black- brown or navy. Ophthalmologist tested and suitable for contact lens wearers.,https://www.sephora.com/productimages/sku/s724294-main-zoom.jpg?imwidth=930
4843,Lancôme,Lipstick,L'Absolu Rouge Lipstick,Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate- Macadamia Ternifolia Seed Oil- Octyldodecyl Stearate- Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline- Peg-45/Dodecyl Glycol Copolymer- Polyglyceryl-3 Beeswax- Hydrogenated Castor Oil Dimer Dilinoleate- Bis-Diglyceryl- Polyacyladipate-2- Tin Oxide- Calcium Aluminum Borosilicate- Calcium Sodium Borosilicate- Methicone- Silica- Alumina- Magnesium Silicate- Hydroxypalmitoyl Sphinganine- Hydroxypropyl Tetrahydropyrantriol- Synthetic Fluorphlogopite- Disteardimonium Hectorite- Polyester-3- Bht- Tocopheryl Acetate- Fragrance- Geraniol- Methyl-2-Octynoate- Hydroxycitronellal- Citronellol- Hexyl Cinnamal- Benzyl Alcohol- [+/- May Contain / Peut Contenir- Ci 15850 / Red 6- Ci 15850 / Red 7- Ci 15850 / Red 7 Lake- Ci 15985 / Yellow 6 Lake- Ci 19140 / Yellow 5 Lake- Ci 42090 / Blue 1 Lake- Ci 45370 / Orange 5- Ci 45380 / Red 22- Ci 45380 / Red 22 Lake- Ci 45410 / Red 28- Ci 45410 / Red 28 Lake- Ci 75470 / Carmine- Ci 77491- Ci 77492- Ci 77499 / Iron Oxides- Ci 77891 / Titanium Dioxide- Mica].,What it is: A luxurious- hydrating lipstick that comes in three finishes (sheer- cream- and matte)- lasts up to eight-hours- and is rich in antioxidants.What Else You Need to Know: This lipstick is infused with moisturizing Pro-Xylane™ and vitamin E and leaves lips feeling replenished- soft- and comfortable. Satin Color™ Complex allows for an even deposit of color upon application- while its pigments last for up to eight hours of wear. It is also non-drying- non-flaking- and non-caking.,https://www.sephora.com/productimages/sku/s2494037-main-zoom.jpg?imwidth=930
4845,Lancôme,Mascara,HYPNÔSE DRAMA WATERPROOF,Isododecane- Cera Alba/Beeswax/Cire Dabeille- Copernicia Cerifera Cera/Carnauba Wax/Cire De Carnauba- Disteardimonium Hectorite- Water- Allyl Stearate/Va Copolymer- Oryza Sativa Cera/ Rice Bran Wax- Paraffin- Alcohol Denat.- Polyvinyl Laurate Vp/Eicosene Copolymer- Propylene Carbonate- Talc- Synthetic Beeswax- Peg-30 Glyceryl Stearate- Candelilla Cera/Candelilla Wax/ Cire De Candelilla- Panthenol- Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer- Methylparaben- Propylparaben- [+/- May Contain: Ci 77499/Iron Oxides].,"What it is:A full-impact- waterproof volumizing mascara with 24-hour hold.

What it does:Get full volume lashes that last with Lancôme’s waterproof Hypnose Drama Mascara. Its luxe Texturizing Complex features highly saturated waxes and intense black pigments to create maximum lash volume. The full contact brush- with its S-shaped curve- grasps and coats lashes for a fanned out- full fringe. The triple coating system delivers a fluid and creamy application to quickly and easily build bold lashes that won’t clump or flake.

What else you need to know:This product is fragrance free- ophthalmologist-tested- allergy-tested- and safe for contact lens wearers. The mascara contains extrusion technology to create a fine dispersion of product and the film-forming polymer will not dissolve in water.",https://www.sephora.com/productimages/sku/s1254606-main-zoom.jpg?imwidth=930
4847,Lancôme,Eyeliner,DRAMA LIQUI-PENCIL™ Longwear Eyeliner,"-Double Polymer Complex: Allows the formula to attach to the skin- so it never breaks.
-Volatile Gliding Oil: Provides nourishing color richness and pigment load that settles onto the lid.
-Soft Waxes: Adhere to the skin- leaving a creamy- easy glide- and blendable texture.
-Volatile Gliding Oils and Vitamin E: Nourish the skin for comfortable- all-day wear.

Rimethylsiloxysilicate- Isododecane- Hydrogenated Polyisobutene- Synthetic Wax- Hydrogenated Polydicyclopentadiene- C20-40 Alcohols- Nylon-611/Dimethicone Copolymer- Calcium Sodium Borosilicate- Disteardimonium Hectorite- Polyethylene- Tin Oxide- Calcium Aluminum Borosilicate- Silica- Alumina- Propyl Carbonate- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate.
",What it is: An eyeliner pencil that is smudgeable- with long-lasting color payoff in matte and metallic finishes.What Else You Need to Know: With its unique hybrid formula- this eyeliner has the high-intensity color payoff of a liquid liner with the ease of application of a pencil.  While creamy and smudgegable when first applied- Drama Liqui-Pencil sets quickly and will not fade or move.  ,https://www.sephora.com/productimages/sku/s2480051-main-zoom.jpg?imwidth=930
4854,Lancôme,Mascara,HYPNÔSE DOLL LASHES Mascara,Aqua / Water / Eau- Paraffin- Copernicia Cerifera Cera / Carnauba Wax / Cire De Carnauba- Steareth-20- Cera Alba / Beeswax / Cire Dabeille- Acacia Senegal / Acacia Senegal Gum- Alcohol Denat.- Steareth-2- Cetyl Alcohol- Potassium Cetyl Phosphate- Peg/Ppg-17/18 Dimethicone- Tdi/Trimellitic Anhydride Copolymer- Sodium Polymethacrylate- Silica- 2-Oleamido-1-3-Octadecanediol- Phenethyl Alcohol- Nylon-12- Disodium Edta- Hydroxyethylcellulose- Caprylyl Glycol- Panthenol- Pentylene Glycol- Polyquaternium-10- Sodium Dehydroacetate- [+/- May Contain / Peut Contenir: Ci 77007 / Ultramarines- Ci 77491- Ci 77499 / Iron Oxides- Mica].,"What it is:A wide-eyed effect mascara.
What it does:Swipe on a full lash fringe look. This mascara is enriched with nylon powders- offering an ideal lash application for sexy- fanned out lashes. This mascara creates a volumized- yet separated and extended- lifted lash look that’s perfect for fine- thin lashes. 
Its unique- cone-shaped brush allows for an easy- lightweight application- and the precision tip precisely defines hard-to-reach corners and lower lashes.
What it is formulated WITHOUT:- Parabens- Sulfates - Phthalates
What else you need to know:This product is free of synthetic fragrances and dyes and triclosan. This product was ophthalmologically tested and is suitable for sensitive eyes and contact lens wearers
Research results:In a test group a test group:
- 28 women experienced an eye-opening effect of up to 35%",https://www.sephora.com/productimages/sku/s1357664-main-zoom.jpg?imwidth=930
4855,Lancôme,Moisturizers,Hydra Zen Anti-Stress Moisturizing Face Cream,Aqua/Water- Glycerin- Dimethicone- Isononyl Isononanoate- Butylene Glycol- Cetyl Alcohol- Stearyl Dimethicone- Glyceryl Stearate- Stearic Acid- Stearyl Alcohol- Peg-8 Stearate- Synthetic Wax- Ci 14700/Red 4- Sodium Dextran Sulfate- Sodium Hydroxide- Phenoxyethanol- Theobroma Cacao Extract/Cocoa Extract- Paeonia Suffruticosa Extract/Paeonia Suffruticosa Root Extract- Peg-100 Stearate- Eugenol- Ophiopogon Japonicus Root Extract- Ethylparaben- Palmitic Acid- Silica- Ammonium Polyacryldimethyltauramide/Ammonium Polyacryloyldimethyl Taurate- Dimethiconol- Limonene- Benzyl Alcohol- Benzyl Benzoate- Caprylyl Glycol- Alpha-Isomethyl Ionone- Moringa Pterygosperma Seed Extract- Disodium Edta- Jasminum Officinale Extract/Jasmine Flower Extract- Rosa Gallica Extract/Rosa Gallica Flower Extract- Methylparaben- Citronellol- Alteromonas Ferment Extract- Parfum/Fragrance- Ethylhexylglycerin. ,What it is:  A hydrating daytime face cream- ideal for dry and sensitive skin types- to keep skin feeling refreshed- replenished- and looking radiant. Skin Type: Normal- Dry- Combination- and Oily  Skincare Concerns: Dryness- Dullness- and Uneven Texture Formulation: Cream What Else You Need to Know: Each day environmental aggressors can affect skin. With its creamy texture and a delicate fragrance- this moisturizer helps to comfort skin- leaving it feeling replenished- soothed- and looking more luminous.,https://www.sephora.com/productimages/sku/s1971274-main-zoom.jpg?imwidth=930
4875,Lancôme,Makeup,BI-FACIL - Double-Action Eye Makeup Remover Mini,Water- Cyclopentasiloxane- Isohexadecane- Sodium Chloride- Poloxamer 184- Hexylene Glycol- Dipotassium Phosphate- Benzyl Alcohol- Potassium Phosphate- Quaternium-15- Benzalkonium Chloride- Fragrance- Citronellol- Geraniol.,"What it is:An award-winning- gentle- liquid eye makeup remover. 

What it is formulated to do:This formula activates when shaken to gently whisk away even waterproof eye makeup while conditioning and refreshing the skin. Ideal for sensitive skin and contact lenses- it leaves eyes feeling cool and relaxed without an oily residue. 

What else you need to know:This product has been ophthalmologist tested for safety.Beauty Tip:After removing all traces of eye makeup- apply Rénergie Lift Multi-Action Eye around the eye contour for a brighter- more youthful appearance by morning.
",https://www.sephora.com/productimages/sku/s1783174-main-zoom.jpg?imwidth=930
4879,Lancôme,Setting Spray & Powder,Fix It Forget It Setting Spray,-Vitamin C From Kiwi Extract: Helps protect against atmospheric pollution.-Witch Hazel: Minimizes the appearance of pores.-Hyaluronic Acid: Locks in moisture- leaving the skin feeling soft and hydrated. Water- Alcohol Denat.- PVP- Butylene Glycol- Pentylene Glycol- Hamamelis Virginiana Leaf Extract/Witch Hazel Leaf Extract- Glycerin- Lecithin- Sodium Citrate- Sodium Hyaluronate- Moringa Oleifera Seed Extract- Actinidia Chinensis Fruit Extract/Kiwi Fruit Extract- Disodium EDTA- Disodium Phosphate- Hydrogenated Lecithin- Citric Acid- Phenoxyethanol.,What it is:An anti-pollution setting spray that keeps makeup looking fresh and set while leaving skin hydrated and shine-free for up to 24 hours.What it does: This ultra-hydrating- non-sticky- and weatherproof formula extends makeup wear while locking in shine-free moisture for up to 24 hours. Vitamin-C-rich kiwi extract- moringa seeds- and witch hazel help to protect skin against free radicals and pollution. Hyaluronic acid locks in moisture and leaves skin feeling soft and hydrated.What it is formulated WITHOUT:- ParabensBeauty Tip: For a luminous glow- mix your favorite liquid highlighter into the spray and apply liberally.,https://www.sephora.com/productimages/sku/s2109205-main-zoom.jpg?imwidth=930
4908,Lancôme,Face Masks,Rose Jelly Mask," -Hyaluronic Acid-Rose Water-Acacia Honey-Sweet Almond Oil 
Water-
Glycerin-
Niacinamide-
Dipropylene Glycol-
Alcohol Denat.-
Dimethicone-
Butylene Glycol-
Mel / Honey-
Peg-8-
Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin-
Prunus Amygdalus Dulcis Oil / Sweet Almond Oil-
Ci 14700 / Red 4-
Ci 17200 / Red 33-
Ascorbyl Glucoside-
Sodium Hyaluronate-
Sodium Hydroxide-
Sodium Citrate-
Phenoxyethanol-
Arginine-
Salicylic Acid-
Ammonium Polyacryloyldimethyl Taurate-
Dimethiconol-
Propanediol-
Capryloyl Salicylic Acid-
Alpha-Isomethyl Ionone-
Carbomer-
Geraniol-
Farnesol-
Rosa Damascena Flower Water-
Tetrasodium Edta-
Citric Acid-
Hexyl Cinnamal-
Fragrance.
","Which skin type is it good for?✔ Normal✔ Oily✔ Combination✔ Dry✔ Sensitive
What it is: An intensely hydrating- leave-on gel mask that locks in moisture and visibly plumps skin overnight.Solutions for:- Dryness- Dullness and uneven textureIf you want to know more… This Rose Jelly Mask is infused with hyaluronic acid- rose water- and acacia honey to intensely hydrate your skin. The deep-quenching overnight mask locks in moisture to reveal smoother- softer- and suppler skin in the morning. Quench your skin tonight—see the glow tomorrow.     


","https://m.media-amazon.com/images/I/51ZRDJARZ+S._AC_UF1000,1000_QL80_.jpg"
4910,Lancôme,Eye Creams & Treatments,Énergie de Vie The Illuminating & Anti-Fatigue Cooling Eye Gel," -Caffeine-Ginseng-Cranberry-Lemon Balm
Water-
Glycerin-
Alcohol Denat.-
Niacinamide-
Melissa Officinalis Flower/Leaf/Stem Water-
Dimethicone-
Betaine-
Isononyl Isononanoate-
Ci 77891 / Titanium Dioxide-
Ci 19140 / Yellow 5-
Ci 42090 / Blue 1-
T-Butyl Alcohol-
Tocopherol-
Mica-
Vaccinium Macrocarpon (Cranberry) Seed Oil-
Ascorbyl Glucoside-
Sodium Acrylates Crosspolymer-2-
Phenoxyethanol-
Caffeine-
Arginine-
Trisodium Ethylenediamine Disuccinate-
Chlorphenesin-
Silica Silylate-
Salicylic Acid-
Silica-
Melissa Officinalis Leaf Oil-
Ammonium Polyacryloyldimethyl Taurate-
Dimethiconol-
Limonene-
Xanthan Gum-
Menthoxypropanediol-
Panax Ginseng Root Extract
Propanediol-
Phospholipids-
Biosaccharide Gum-1-
Carbomer-
Citric Acid-
Citral-
Dextrin-
Oryza Sativa Extract / Rice Extract-
Fragrance.

","Which skin type is it good for?✔ Normal✔ Oily✔ Combination✔ Dry✔ Sensitive
What it is:An eye gel formulated with antioxidants and caffeine in a triple steel rollerball massaging applicator that instantly cools- refreshes- and hydrates the eye area.
Solutions for:
- Puffiness
- Dark circles
- Dryness

If you want to know more… Formulated with caffeine and antioxidants like cranberry- lemon balm- and ginseng- this eye gel is the perfect day-after solution. This refreshing formula provides 24-hour hydration and features a unique applicator with three massaging rollerballs that instantly cools and freshens the eye area. Over time- puffiness and dark circles look visibly reduced and wrinkles around the eye area are visibly improved.
What it is formulated WITHOUT:- Parabens- Sulfates- Phthalates
What else you need to know: Tired of looking tired? Lancôme’s énergie de Vie is a simple- efficacious routine that works to reawaken tired- dull skin- giving you an instant glow. Today's signs of fatigue could turn into tomorrow's visible signs of aging. Lack of sleep- high stress- pollution- daily life excesses—all these environmental factors alter the appearance of the skin.This product is a recipient of Marie Claire’s 25 Products That Will Change Your Life Award.
Research results:In clinical self-assessments after 4 weeks:
- Puffiness and dark circles appear reduced and wrinkles around the eye area are visibly improved 
",https://cdn.parfumdreams.de/Img/Art/5/Lancome-Energie-de-Vie-The-Illuminating-Anti-Fatigue-Cooling-Eye-Gel-68188.jpg
4912,Lancôme,Sheet Masks,Rènergie Lift Multi-Action Ultra Double-Wrapping Cream Face Mask,Aqua/Water- Glycerin- Dimethicone- Butyrospermum Parkii Butter/Shea Butter- Pentylene Glycol- Octyldodecanol- Cetyl Alcohol- Peg-100 Stearate- Glyceryl Stearate- 3-O-Ethyl Ascorbic Acid- Tocopheryl Acetate- Stearic Acid- Hydroxypropyl Tetrahydropyrantriol- Palmitic Acid- Propylene Glycol- Polyacrylamide- C13-14 Isoparaffin- Poloxamer 338- Phenoxyethanol- Citric Acid- Sodium Citrate- 2-Oleamido-1-3-Octadecanediol- Chlorphenesin- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Xanthan Gum- Potassium Hydroxide- Vaccinium Myrtillus Fruit Extract- Hydrolyzed Linseed Extract- Laureth-7- Adenosine- Hydrolyzed Lupine Protein- Disodium Edta- Leontopodium Alpinum Flower/Leaf Extract- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Saccharum Officinarum Extract/Sugarcane Extract- Myristic Acid- Biosaccharide Gum-1- Citrus Aurantium Dulcis Fruit Extract/Orange Fruit Extract- Citrus Limon Fruit Extract / Lemon Fruit Extract- Sodium Benzoate- Guanosine- Acer Saccharum Extract/ Sugar Maple Extract- Hexyl Cinnamal- Alpha-Isomethyl Ionone- Limonene- Benzyl Alcohol- Cyathea Medullaris Leaf Extract- Geraniol- Potassium Sorbate- Glyceryl Caprylate- Cinnamic Acid- Levulinic Acid- Bht- Sodium Levulinate- Parfum/Fragrance. ,What it is:  A double-wrapped- innovative sheet mask that is coated with 20 grams of cream to fight the signs of aging—making skin feel firmer and look radiant.Skin Type: Normal- Dry- Combination- and Oily Skincare Concerns: Loss of Firmness and Elasticity- Fine Lines and Wrinkles- and DrynessFormulation: CreamIngredient Callouts: This product contains less than one percent of synthetic fragrances. What Else You Need to Know: Both a moisturizer and mask- these sheet masks contain a higher concentration of lineseed extract and leave skin feeling firmer- hydrated- and looking radiant.* *Linseed extract concentration in a 50 mL jar. Tested separately. Results are not equal to Rénergie Lift Multi-Action Ultra.,https://www.sephora.com/productimages/sku/s2326502-main-zoom.jpg?imwidth=930
